n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
4,1.39926e+06,62873.3,1.34232e+06,1.36745e+06,1.37954e+06,1.40179e+06,1.71944e+06
5,2.28677e+07,861495,2.18215e+07,2.23311e+07,2.26712e+07,2.30475e+07,2.70773e+07
6,3.43212e+08,8.85897e+06,3.37161e+08,3.38882e+08,3.39844e+08,3.4171e+08,3.7544e+08
7,5.47983e+09,1.01887e+07,5.46668e+09,5.47556e+09,5.47765e+09,5.48133e+09,5.54316e+09
8,8.74868e+10,1.19181e+08,8.73535e+10,8.74092e+10,8.74398e+10,8.75603e+10,8.80143e+10
